source,target,synapse_count
8069478,18566501,1.0
8111135,2204467,5.0
8111135,2439134,1.0
8111135,2797480,2.0
8111135,4422289,7.0
8111135,4607160,1.0
8111135,6494274,1.0
8111135,7092086,1.0
8111135,7582412,1.0
8111135,7694589,1.0
8111135,7952981,8.0
8111135,8069365,1.0
8111135,8118929,3.0
8111135,8203947,1.0
8111135,8262372,9.0
8111135,8293958,1.0
8111135,8340950,4.0
8111135,8398900,6.0
8111135,8700125,4.0
8111135,9447255,1.0
8111135,9567051,17.0
8111135,9927082,5.0
8111135,9940382,3.0
8111135,10955244,3.0
8111135,10958210,1.0
8111135,11144258,1.0
8111135,11348509,1.0
8111135,11543212,1.0
8111135,12138418,14.0
8111135,12476851,1.0
8111135,12745771,1.0
8111135,12840470,1.0
8111135,13206239,1.0
8111135,14319185,1.0
8111135,14617508,4.0
8111135,14818307,5.0
8111135,16087799,10.0
8111135,16098538,1.0
8111135,16444544,1.0
8111135,16445073,2.0
8111135,16848475,1.0
8111135,16978882,2.0
8111135,17147698,1.0
8111135,17334530,2.0
8111135,17414715,1.0
8111135,17420035,2.0
8111135,18566501,1.0
8111135,18644088,1.0
8111135,19611917,2.0
8118929,2204467,1.0
8118929,3946364,1.0
8118929,4637677,2.0
8118929,4780707,1.0
8118929,4926999,1.0
8118929,7187384,1.0
8118929,7582412,2.0
8118929,9445876,3.0
8118929,11144258,6.0
8118929,12745771,1.0
8118929,14461238,3.0
8118929,16087799,3.0
8118929,19611917,2.0
8118947,2439134,1.0
8118947,4473922,2.0
8118947,6597872,1.0
8118947,7026287,3.0
8118947,9083312,6.0
8118947,9409359,1.0
8118947,9527522,1.0
8118947,10702736,2.0
8118947,11011058,2.0
8118947,11018254,1.0
