source,target,synapse_count
720575940611864243,720575940654490785,183.0
720575940612036837,720575940614730914,6.0
720575940612036837,720575940617530525,8.0
720575940612036837,720575940620300308,8.0
720575940612036837,720575940622616333,5.0
720575940612036837,720575940626993694,8.0
720575940612054425,720575940605676210,19.0
720575940612054425,720575940606111433,7.0
720575940612054425,720575940610332024,37.0
720575940612054425,720575940611644529,6.0
720575940612054425,720575940613099493,9.0
720575940612054425,720575940613183717,23.0
720575940612054425,720575940614710509,5.0
720575940612054425,720575940615930299,5.0
720575940612054425,720575940617044948,10.0
720575940612054425,720575940618089851,9.0
720575940612054425,720575940619130096,19.0
720575940612054425,720575940620183973,96.0
720575940612054425,720575940620304110,5.0
720575940612054425,720575940620622452,11.0
720575940612054425,720575940620835327,7.0
720575940612054425,720575940621457079,63.0
720575940612054425,720575940621555603,6.0
720575940612054425,720575940622208695,13.0
720575940612054425,720575940622657684,22.0
720575940612054425,720575940626243614,30.0
720575940612054425,720575940628370732,51.0
720575940612054425,720575940628404227,40.0
720575940612054425,720575940630907434,16.0
720575940612054425,720575940633714402,7.0
720575940612054425,720575940635831438,35.0
720575940612054425,720575940635863214,23.0
720575940612054425,720575940640945115,15.0
720575940612202419,720575940623203805,5.0
720575940612619431,720575940659760769,7.0
720575940612843634,720575940627372290,17.0
720575940612843634,720575940636879215,9.0
720575940613074394,720575940627372290,6.0
720575940613087218,720575940614518690,9.0
720575940613087218,720575940623579063,79.0
720575940613087218,720575940626977947,8.0
720575940613087218,720575940627083397,34.0
720575940613099493,720575940610505006,7.0
720575940613099493,720575940613183717,12.0
720575940613099493,720575940621457079,46.0
720575940613099493,720575940621849015,7.0
720575940613099493,720575940627349860,13.0
720575940613099493,720575940628370732,36.0
720575940613099493,720575940630258003,5.0
720575940613099493,720575940635831438,49.0
720575940613099493,720575940635863214,6.0
720575940613099493,720575940640945115,5.0
720575940613183717,720575940613099493,6.0
720575940613183717,720575940621457079,48.0
720575940613183717,720575940627349860,31.0
720575940613183717,720575940628370732,45.0
720575940613183717,720575940635831438,47.0
720575940613183717,720575940640945115,8.0
720575940613527761,720575940618574749,50.0
720575940613527761,720575940621065301,52.0
720575940613527761,720575940621875821,11.0
720575940613527761,720575940624537284,5.0
